nb_cycle_aller,moy_cycle_aller,d_eau,propor_utilisa_aller
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
59,31,20.0,45.39473684210527
71,32,20.0,45.760233918128655
59,31,20.0,45.39473684210527
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
59,31,20.0,45.39473684210527
59,31,20.0,45.39473684210527
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
71,32,20.0,45.760233918128655
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
72,30,20.0,43.932748538011694
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
61,30,20.0,45.46783625730994
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
54,30,20.0,44.95614035087719
57,30,20.0,45.46783625730994
54,30,20.0,44.95614035087719
57,30,20.0,45.46783625730994
54,30,20.0,44.95614035087719
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
57,30,20.0,45.46783625730994
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
69,31,20.0,45.02923976608187
64,31,20.0,45.54093567251462
69,31,20.0,45.02923976608187
64,31,20.0,45.54093567251462
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
64,31,20.0,45.54093567251462
64,31,20.0,45.54093567251462
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
69,31,20.0,45.02923976608187
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
70,31,20.0,46.271929824561404
74,31,20.0,45.760233918128655
68,33,20.0,44.73684210526316
70,31,20.0,46.271929824561404
74,31,20.0,45.760233918128655
68,33,20.0,44.73684210526316
74,31,20.0,45.760233918128655
70,31,20.0,46.271929824561404
68,33,20.0,44.73684210526316
70,31,20.0,46.271929824561404
68,33,20.0,44.73684210526316
74,31,20.0,45.760233918128655
68,33,20.0,44.73684210526316
70,31,20.0,46.271929824561404
74,31,20.0,45.760233918128655
70,31,20.0,46.271929824561404
74,31,20.0,45.760233918128655
68,33,20.0,44.73684210526316
70,31,20.0,46.271929824561404
68,33,20.0,44.73684210526316
74,31,20.0,45.760233918128655
70,31,20.0,46.271929824561404
68,33,20.0,44.73684210526316
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,31,20.0,45.760233918128655
74,32,20.0,44.95614035087719
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
70,31,20.0,45.760233918128655
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
58,31,20.0,44.37134502923977
58,31,20.0,44.37134502923977
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
65,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,32,20.0,43.859649122807014
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
65,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
57,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
65,31,20.0,44.88304093567251
66,31,20.0,45.10233918128655
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
65,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
57,31,20.0,44.88304093567251
63,30,20.0,44.590643274853804
57,31,20.0,44.88304093567251
63,30,20.0,44.590643274853804
57,31,20.0,44.88304093567251
63,30,20.0,44.590643274853804
57,31,20.0,44.88304093567251
63,30,20.0,44.590643274853804
69,31,20.0,47.22222222222222
57,31,20.0,44.88304093567251
63,30,20.0,44.590643274853804
69,31,20.0,47.22222222222222
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
62,30,20.0,45.760233918128655
63,30,20.0,44.590643274853804
62,30,20.0,45.760233918128655
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
63,30,20.0,44.590643274853804
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
94,32,20.0,45.32163742690059
94,32,20.0,45.32163742690059
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
94,32,20.0,45.32163742690059
94,32,20.0,45.32163742690059
82,32,20.0,45.83333333333333
94,32,20.0,45.32163742690059
82,32,20.0,45.83333333333333
94,32,20.0,45.32163742690059
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
82,32,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
65,31,20.0,45.83333333333333
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
67,31,20.0,46.56432748538012
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
67,31,20.0,46.56432748538012
73,31,20.0,44.66374269005848
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
67,31,20.0,46.56432748538012
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
66,31,20.0,46.12573099415205
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
73,31,20.0,44.66374269005848
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
73,31,20.0,44.66374269005848
66,31,20.0,46.12573099415205
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
58,31,20.0,45.90643274853801
66,31,20.0,46.12573099415205
73,31,20.0,44.66374269005848
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
66,31,20.0,46.12573099415205
66,31,20.0,46.12573099415205
73,31,20.0,44.66374269005848
58,31,20.0,45.90643274853801
73,31,20.0,44.66374269005848
58,31,20.0,45.90643274853801
