nb_cycle_retour,moy_cycle_retour,d_eau,propor_utilisa_retour
35,19,10.0,58.91812865497076
33,19,10.0,58.99122807017544
35,19,10.0,58.77192982456141
35,19,10.0,58.77192982456141
33,19,10.0,58.99122807017544
35,19,10.0,58.91812865497076
33,19,10.0,58.114035087719294
35,19,10.0,58.77192982456141
33,19,10.0,58.114035087719294
35,19,10.0,58.77192982456141
36,19,10.0,58.77192982456141
36,19,10.0,58.77192982456141
